source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]
12m__BH6_01_2010.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BH6_01_2010.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BH6_01_2010.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BH7_01_2011.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BH7_01_2011.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BH7_01_2011.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB11_01_1329.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB11_01_1329.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB11_01_1329.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB12_01_1330.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB12_01_1330.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB12_01_1330.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC1_01_1331.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC1_01_1331.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC1_01_1331.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC2_01_1332.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC2_01_1332.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC2_01_1332.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC3_01_1333.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC3_01_1333.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC3_01_1333.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC4_01_1334.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC4_01_1334.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC4_01_1334.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC5_01_1335.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC5_01_1335.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC5_01_1335.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC6_01_1336.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC6_01_1336.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC6_01_1336.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC7_01_1337.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC7_01_1337.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC7_01_1337.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC8_01_1338.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC8_01_1338.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC8_01_1338.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC9_01_1339.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC9_01_1339.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC9_01_1339.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC10_01_1340.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC10_01_1340.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC10_01_1340.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC11_01_1341.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC11_01_1341.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC11_01_1341.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BC12_01_1342.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC12_01_1342.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BC12_01_1342.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD1_01_1343.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD1_01_1343.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD1_01_1343.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD2_01_1344.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD2_01_1344.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD2_01_1344.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD3_01_1345.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD3_01_1345.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD3_01_1345.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD4_01_1346.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD4_01_1346.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD4_01_1346.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD5_01_1347.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD5_01_1347.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD5_01_1347.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD6_01_1348.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD6_01_1348.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD6_01_1348.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD7_01_1349.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD7_01_1349.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD7_01_1349.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD8_01_1350.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD8_01_1350.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD8_01_1350.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD9_01_1351.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD9_01_1351.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD9_01_1351.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD10_01_1352.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD10_01_1352.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD10_01_1352.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD11_01_1353.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD11_01_1353.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD11_01_1353.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BD12_01_1354.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD12_01_1354.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BD12_01_1354.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE1_01_1355.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE1_01_1355.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE1_01_1355.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE2_01_1356.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE2_01_1356.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE2_01_1356.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE3_01_1357.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE3_01_1357.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE3_01_1357.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE4_01_1358.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE4_01_1358.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE4_01_1358.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE5_01_1359.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE5_01_1359.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE5_01_1359.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE6_01_1360.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE6_01_1360.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE6_01_1360.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE7_01_1361.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE7_01_1361.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE7_01_1361.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE8_01_1362.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE8_01_1362.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE8_01_1362.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE9_01_1363.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE9_01_1363.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE9_01_1363.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE10_01_1364.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE10_01_1364.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE10_01_1364.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE11_01_1365.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE11_01_1365.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE11_01_1365.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BE12_01_1366.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE12_01_1366.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BE12_01_1366.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF1_01_1367.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF1_01_1367.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF1_01_1367.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF2_01_1368.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF2_01_1368.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF2_01_1368.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF3_01_1369.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF3_01_1369.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF3_01_1369.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF4_01_1370.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF4_01_1370.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF4_01_1370.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF5_01_1371.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF5_01_1371.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF5_01_1371.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF6_01_1372.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF6_01_1372.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF6_01_1372.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF7_01_1373.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF7_01_1373.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF7_01_1373.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BF8_01_1374.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF8_01_1374.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BF8_01_1374.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BA2_01_2126.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA2_01_2126.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA2_01_2126.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BA7_01_2131.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA7_01_2131.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA7_01_2131.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
14m__BA8_01_2132.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA8_01_2132.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/14m__BA8_01_2132.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA1_01_1106.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA1_01_1106.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA1_01_1106.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA2_01_1107.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA2_01_1107.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA2_01_1107.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA3_01_1108.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA3_01_1108.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA3_01_1108.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA4_01_1109.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA4_01_1109.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA4_01_1109.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA5_01_1110.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA5_01_1110.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA5_01_1110.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA6_01_1111.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA6_01_1111.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA6_01_1111.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA7_01_1112.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA7_01_1112.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA7_01_1112.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA8_01_1113.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA8_01_1113.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA8_01_1113.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA9_01_1114.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA9_01_1114.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA9_01_1114.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA10_01_1115.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA10_01_1115.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA10_01_1115.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA11_01_1116.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA11_01_1116.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA11_01_1116.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BA12_01_1117.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA12_01_1117.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BA12_01_1117.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB1_01_1118.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB1_01_1118.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB1_01_1118.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB2_01_1119.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB2_01_1119.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB2_01_1119.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB3_01_1120.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB3_01_1120.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB3_01_1120.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB4_01_1121.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB4_01_1121.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB4_01_1121.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB5_01_1122.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB5_01_1122.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB5_01_1122.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB6_01_1123.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB6_01_1123.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB6_01_1123.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB7_01_1124.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB7_01_1124.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB7_01_1124.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB8_01_1125.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB8_01_1125.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB8_01_1125.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB9_01_1126.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB9_01_1126.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB9_01_1126.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB10_01_1127.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB10_01_1127.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB10_01_1127.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
3m__BB11_01_1128.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB11_01_1128.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/3m__BB11_01_1128.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF1_01_1267.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF1_01_1267.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF1_01_1267.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF2_01_1268.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF2_01_1268.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF2_01_1268.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF3_01_1269.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF3_01_1269.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF3_01_1269.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF4_01_1270.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF4_01_1270.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF4_01_1270.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF5_01_1271.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF5_01_1271.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF5_01_1271.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF6_01_1272.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF6_01_1272.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF6_01_1272.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF7_01_1273.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF7_01_1273.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF7_01_1273.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF8_01_1274.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF8_01_1274.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF8_01_1274.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF9_01_1275.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF9_01_1275.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF9_01_1275.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BF10_01_1276.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF10_01_1276.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BF10_01_1276.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
13m__BD6_01_2064.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD6_01_2064.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/13m__BD6_01_2064.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
