source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[ancestry category]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[treatment]	characteristics[treatment]	characteristics[enrichment method]	characteristics[enrichment process]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[enrichment process]	factor value[treatment]	factor value[treatment]
Sample 15	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 104	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi_V3_30min_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi_V3_30min_P05.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 15	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 104	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi_V3_30min_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi_V3_30min_P05.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 15	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 105	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi_V3_30min_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi_V3_30min_P06.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 15	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 105	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi_V3_30min_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi_V3_30min_P06.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 15	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 105	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140214_KMJ_CCS_ERKi_V3_30min_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140214_KMJ_CCS_ERKi_V3_30min_P06.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 106	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	no enrichment	none	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 106	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	no enrichment	control	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 106	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P01.raw	no enrichment	none	control
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 107	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	no enrichment	none	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 107	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	no enrichment	control	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 107	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P02.raw	no enrichment	none	control
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 108	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P03.raw	no enrichment	none	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 108	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P03.raw	no enrichment	control	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 108	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P03.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P03.raw	no enrichment	none	control
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 109	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P04.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P04.raw	no enrichment	none	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 109	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P04.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P04.raw	no enrichment	control	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 109	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P04.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	4	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P04.raw	no enrichment	none	control
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 110	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P05.raw	no enrichment	none	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 110	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P05.raw	no enrichment	control	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 110	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P05.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	5	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P05.raw	no enrichment	none	control
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 111	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P06.raw	no enrichment	none	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	BRAF inhibitor dabrafenib	TIO2	no enrichment	1	cell	run 111	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P06.raw	no enrichment	control	BRAF inhibitor dabrafenib
Sample 16	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 111	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140320_CCS_EV_A375_RAFi_30min_v4_P06.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	6	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140320_CCS_EV_A375_RAFi_30min_v4_P06.raw	no enrichment	none	control
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 112	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P1.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P1.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 112	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P1.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P1.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 112	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P1.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	1	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P1.raw	no enrichment	none	control
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 113	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P2.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P2.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 113	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P2.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P2.raw	no enrichment	control	ERK inhibitor SCH772984
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	control	TIO2	no enrichment	1	cell	run 113	proteomic profiling by mass spectrometry	SILAC light	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P2.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	2	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P2.raw	no enrichment	none	control
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	none	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 114	proteomic profiling by mass spectrometry	SILAC heavy	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P3.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P3.raw	no enrichment	none	ERK inhibitor SCH772984
Sample 17	Homo sapiens	not applicable	54Y	not available	female	not available	malignant melanoma	epithelial	A375	control	ERK inhibitor SCH772984	TIO2	no enrichment	1	cell	run 114	proteomic profiling by mass spectrometry	SILAC medium	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD013923/20140515_CCS_JL_ERKi_30min_V5_P3.raw	NT=Strong cation-exchange chromatography (SCX);AC=PRIDE:0000561	1	3	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not available	not available	20140515_CCS_JL_ERKi_30min_V5_P3.raw	no enrichment	control	ERK inhibitor SCH772984
