source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[enrichment process]	assay name	Technology Type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]	factor value[enrichment process]
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 254	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f3_v02933.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 255	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f4_v02934.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 256	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f5_v02935.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 257	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f6_v02937.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 258	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f7_v02938.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 259	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f8_v02952.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 260	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f9_v02947.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 261	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f10_v02948.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 262	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f11_v02950.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 11	Mus musculus	Swiss Webster	brown adipose tissue	brown adipose tissue	not aplicable	3w	male	normal	not aplicable	no enrichment	run 263	proteomic profiling by mass spectrometry	BrownFat_Protein_Expression_protein4_brownfat_f12_v02951.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	brown adipose tissue	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 264	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f1_v02900.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 265	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f2_v02901.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 266	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f3_v02902.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 267	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f4_v02903.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 268	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f5_v02904.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 269	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f6_v02906.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 270	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f7_v02907.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 271	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f8_v02908.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 272	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f9_v02909.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 273	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f10_v02911.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 274	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f11_v02912.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 12	Mus musculus	Swiss Webster	heart	heart	not aplicable	3w	male	normal	not aplicable	no enrichment	run 275	proteomic profiling by mass spectrometry	Heart_Protein_Expression_protein4_heart_f12_v02913.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	heart	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 276	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f1_v02880.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 277	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f2_v02881.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 278	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f3_v02882.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 279	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f4_v02883.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 280	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f5_v02884.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 281	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f6_v02886.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 282	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f7_v02887.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 283	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f8_v02888.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 284	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f9_v02889.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 285	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f10_v02891.RAW	1	10	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 286	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f11_v02892.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 13	Mus musculus	Swiss Webster	kidney	kidney	not aplicable	3w	male	normal	not aplicable	no enrichment	run 287	proteomic profiling by mass spectrometry	Kidney_Protein_Expression_protein4_kidney_f12_v02893.RAW	1	12	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	kidney	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 288	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f1_v02798.RAW	1	1	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 289	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f2_v02765.RAW	1	2	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 290	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f3_v02766.RAW	1	3	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 291	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f4_v02767.RAW	1	4	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 292	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f5_v02768.RAW	1	5	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 293	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f6_v02799.RAW	1	6	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 294	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f7_v02800.RAW	1	7	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 295	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f8_v02801.RAW	1	8	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 296	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f9_v02793.RAW	1	9	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
Sample 14	Mus musculus	Swiss Webster	pancreas	pancreas	not aplicable	3w	male	normal	not aplicable	no enrichment	run 297	proteomic profiling by mass spectrometry	Pancreas_Protein_Expression_protein4_pancreas_f11_v02796.RAW	1	11	AC=MS:1000449;NT=LTQ Orbitrap	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	not aplicable	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	0.8 Da	50 ppm	pancreas	no enrichment
