source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	material type	assay name	technology type	comment[file uri]	comment[fraction identifier]	comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[cell line]
PXD002192-Sample-107	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 107	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/S5.raw	1	S5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-108	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	1	not available	Cell line	run 108	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/S6.raw	1	S6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-109	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 109	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE1.raw	1	SE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-110	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 110	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE2.raw	1	SE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-111	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 111	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE3.raw	1	SE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-112	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 112	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE4.raw	1	SE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-113	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2	not available	Cell line	run 113	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE5.raw	1	SE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-231
PXD002192-Sample-114	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-31	not available	Disease	not available	2	not available	Cell line	run 114	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE6.raw	1	SE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	MDA-MB-31
PXD002192-Sample-115	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 115	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL1.raw	1	HT5xL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-116	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 116	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL2.raw	1	HT5xL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-117	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 117	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL3.raw	1	HT5xL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-118	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 118	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL4.raw	1	HT5xL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-119	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 119	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL5.raw	1	HT5xL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-120	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 120	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL6.raw	1	HT5xL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-121	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 121	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL1.raw	1	HTL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-122	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 122	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL2.raw	1	HTL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-123	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 123	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL3.raw	1	HTL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-124	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 124	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL4.raw	1	HTL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-125	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 125	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL5.raw	1	HTL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-126	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 126	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL6.raw	1	HTL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-127	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 127	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE1.raw	1	HTLE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-128	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 128	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE2.raw	1	HTLE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-129	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 129	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE3.raw	1	HTLE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-130	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 130	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE4.raw	1	HTLE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-131	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 131	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE5.raw	1	HTLE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-132	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3	not available	Cell line	run 132	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE6.raw	1	HTLE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-133	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 133	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS1.raw	1	HT5xS1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-134	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 134	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS2.raw	1	HT5xS2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-135	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 135	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS3.raw	1	HT5xS3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-136	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 136	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS4.raw	1	HT5xS4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-137	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 137	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS5.raw	1	HT5xS5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-138	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1	not available	Cell line	run 138	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS6.raw	1	HT5xS6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-139	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 139	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS1.raw	1	HTS1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-140	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 140	technology type	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS2.raw	1	HTS2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-141	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 141	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS3.raw	1	HTS3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
PXD002192-Sample-142	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2	not available	Cell line	run 142	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS4.raw	1	HTS4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	HT-144
