source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	Comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Comment[Dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[Phenotype]
Sample 113	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-231	not available	Disease	not available	2		run 113	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE5.raw			SE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	MDA-MB-231
Sample 114	Homo sapiens	Breast	not available	not available	female	Breast Cancer	Cancerous cell	MDA-MB-31	not available	Disease	not available	2		run 114	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/SE6.raw			SE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	MDA-MB-31
Sample 115	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 115	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL1.raw			HT5xL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 116	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 116	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL2.raw			HT5xL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 117	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 117	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL3.raw			HT5xL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 118	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 118	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL4.raw			HT5xL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 119	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 119	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL5.raw			HT5xL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 120	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 120	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xL6.raw			HT5xL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 121	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 121	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL1.raw			HTL1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 122	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 122	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL2.raw			HTL2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 123	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 123	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL3.raw			HTL3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 124	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 124	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL4.raw			HTL4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 125	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 125	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL5.raw			HTL5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 126	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 126	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTL6.raw			HTL6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 127	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 127	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE1.raw			HTLE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 128	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 128	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE2.raw			HTLE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 129	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 129	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE3.raw			HTLE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 130	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 130	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE4.raw			HTLE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 131	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 131	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE5.raw			HTLE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 132	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 132	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTLE6.raw			HTLE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 133	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 133	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS1.raw			HT5xS1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 134	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 134	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS2.raw			HT5xS2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 135	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 135	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS3.raw			HT5xS3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 136	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 136	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS4.raw			HT5xS4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 137	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 137	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS5.raw			HT5xS5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 138	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	1		run 138	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HT5xS6.raw			HT5xS6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 139	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 139	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS1.raw			HTS1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 140	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 140	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS2.raw			HTS2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 141	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 141	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS3.raw			HTS3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 142	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 142	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS4.raw			HTS4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 143	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 143	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS5.raw			HTS5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 144	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	2		run 144	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTS6.raw			HTS6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 145	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 145	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE1.raw			HTSE1.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 146	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 146	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE2.raw			HTSE2.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 147	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 147	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE3.raw			HTSE3.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 148	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 148	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE4.raw			HTSE4.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 149	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 149	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE5.raw			HTSE5.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
Sample 150	Homo sapiens	Skin	not available	not available	female	Mlignant Melanoma	Cancerous cell	HT-144	not available	Disease	not available	3		run 150	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002192/HTSE6.raw			HTSE6.raw	AC=MS:1002038;NT=label free sample	not available	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	35% NCE	6 ppm	20 ppm	Cell line	HT-144
