source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0005709_CHMP3_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005709	0	0	Label free	MCP_ky_0005709_0155_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9CQ10
MCP_ky_0005711_RNASEH2B_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005711	0	0	Label free	MCP_ky_0005711_0153_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q5TBB1
MCP_ky_0005711_RNASEH2B_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005711	0	0	Label free	MCP_ky_0005711_0154_36_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q5TBB1
MCP_ky_0005711_RNASEH2B_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005711	0	0	Label free	MCP_ky_0005711_0155_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q5TBB1
MCP_ky_0005715_TRIM32_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005715	0	0	Label free	MCP_ky_0005715_0153_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8CH72
MCP_ky_0005715_TRIM32_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005715	0	0	Label free	MCP_ky_0005715_0154_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8CH72
MCP_ky_0005715_TRIM32_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005715	0	0	Label free	MCP_ky_0005715_0155_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8CH72
MCP_ky_0005716_TINF2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005716	0	0	Label free	MCP_ky_0005716_0132_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BSI4
MCP_ky_0005716_TINF2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005716	0	0	Label free	MCP_ky_0005716_0133_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BSI4
MCP_ky_0005716_TINF2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005716	0	0	Label free	MCP_ky_0005716_0135_21_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BSI4
MCP_ky_0005719_KIFAP3_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005719	0	0	Label free	MCP_ky_0005719_0152_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q92845
MCP_ky_0005719_KIFAP3_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005719	0	0	Label free	MCP_ky_0005719_0153_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q92845
MCP_ky_0005719_KIFAP3_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005719	0	0	Label free	MCP_ky_0005719_0154_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q92845
MCP_ky_0005720_KIFAP3_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005720	0	0	Label free	MCP_ky_0005720_0189_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q92845
MCP_ky_0005720_KIFAP3_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005720	0	0	Label free	MCP_ky_0005720_0190_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q92845
MCP_ky_0005720_KIFAP3_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005720	0	0	Label free	MCP_ky_0005720_0191_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q92845
MCP_ky_0005723_SOD1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005723	0	0	Label free	MCP_ky_0005723_0124_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P08228
MCP_ky_0005723_SOD1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005723	0	0	Label free	MCP_ky_0005723_0126_21_JBB.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P08228
MCP_ky_0005723_SOD1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005723	0	0	Label free	MCP_ky_0005723_0127_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P08228
MCP_ky_0005727_PRKAA1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005727	0	0	Label free	MCP_ky_0005727_0132_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q5EG47
MCP_ky_0005727_PRKAA1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005727	0	0	Label free	MCP_ky_0005727_0133_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q5EG47
MCP_ky_0005727_PRKAA1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005727	0	0	Label free	MCP_ky_0005727_0135_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q5EG47
MCP_ky_0005728_CHMP2A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005728	0	0	Label free	MCP_ky_0005728_0204_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9DB34
MCP_ky_0005728_CHMP2A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005728	0	0	Label free	MCP_ky_0005728_0205_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9DB34
MCP_ky_0005728_CHMP2A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005728	0	0	Label free	MCP_ky_0005728_0206_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9DB34
MCP_ky_0005731_RNASEH2A_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005731	0	0	Label free	MCP_ky_0005731_0153_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-O75792
MCP_ky_0005731_RNASEH2A_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005731	0	0	Label free	MCP_ky_0005731_0154_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-O75792
MCP_ky_0005731_RNASEH2A_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005731	0	0	Label free	MCP_ky_0005731_0155_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-O75792
MCP_ky_0005735_TUBG1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005735	0	0	Label free	MCP_ky_0005735_0132_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	T2A-LAP-P83887
MCP_ky_0005735_TUBG1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005735	0	0	Label free	MCP_ky_0005735_0133_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	T2A-LAP-P83887
MCP_ky_0005735_TUBG1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005735	0	0	Label free	MCP_ky_0005735_0135_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	T2A-LAP-P83887
MCP_ky_0005737_KPNB1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005737	0	0	Label free	MCP_ky_0005737_0153_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q14974
MCP_ky_0005737_KPNB1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005737	0	0	Label free	MCP_ky_0005737_0154_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q14974
MCP_ky_0005737_KPNB1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005737	0	0	Label free	MCP_ky_0005737_0155_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q14974
MCP_ky_0005740_VPS4B_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005740	0	0	Label free	MCP_ky_0005740_0153_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P46467
MCP_ky_0005740_VPS4B_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005740	0	0	Label free	MCP_ky_0005740_0154_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P46467
MCP_ky_0005740_VPS4B_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005740	0	0	Label free	MCP_ky_0005740_0155_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P46467
MCP_ky_0005744_RAB4B_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005744	0	0	Label free	MCP_ky_0005744_0154_08_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P61018
MCP_ky_0005744_RAB4B_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005744	0	0	Label free	MCP_ky_0005744_0155_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P61018
MCP_ky_0005744_RAB4B_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005744	0	0	Label free	MCP_ky_0005744_0155_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P61018
MCP_ky_0005745_RAB32_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005745	0	0	Label free	MCP_ky_0005745_0153_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q13637
MCP_ky_0005745_RAB32_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005745	0	0	Label free	MCP_ky_0005745_0154_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q13637
MCP_ky_0005745_RAB32_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005745	0	0	Label free	MCP_ky_0005745_0155_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q13637
MCP_ky_0005751_FGFR1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005751	0	0	Label free	MCP_ky_0005751_0228_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P16092
MCP_ky_0005751_FGFR1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005751	0	0	Label free	MCP_ky_0005751_0229_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P16092
MCP_ky_0005751_FGFR1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005751	0	0	Label free	MCP_ky_0005751_0232_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P16092
MCP_ky_0005754_CHMP4C_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005754	0	0	Label free	MCP_ky_0005754_0153_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9D7F7
MCP_ky_0005754_CHMP4C_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005754	0	0	Label free	MCP_ky_0005754_0154_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9D7F7
MCP_ky_0005754_CHMP4C_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005754	0	0	Label free	MCP_ky_0005754_0155_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9D7F7
MCP_ky_0005755_CHMP6_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005755	0	0	Label free	MCP_ky_0005755_0153_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P0C0A3
MCP_ky_0005755_CHMP6_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005755	0	0	Label free	MCP_ky_0005755_0154_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P0C0A3
MCP_ky_0005755_CHMP6_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005755	0	0	Label free	MCP_ky_0005755_0155_21_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P0C0A3
MCP_ky_0005759_HDAC6_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005759	0	0	Label free	MCP_ky_0005759_0230_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9UBN7
MCP_ky_0005759_HDAC6_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005759	0	0	Label free	MCP_ky_0005759_0232_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9UBN7
MCP_ky_0005759_HDAC6_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005759	0	0	Label free	MCP_ky_0005759_0233_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9UBN7
MCP_ky_0005760_GAR1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005760	0	0	Label free	MCP_ky_0005760_0153_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NY12
MCP_ky_0005760_GAR1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005760	0	0	Label free	MCP_ky_0005760_0154_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NY12
MCP_ky_0005760_GAR1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005760	0	0	Label free	MCP_ky_0005760_0155_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9NY12
MCP_ky_0005761_NAF1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005761	0	0	Label free	MCP_ky_0005761_0153_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96HR8
MCP_ky_0005761_NAF1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005761	0	0	Label free	MCP_ky_0005761_0154_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96HR8
MCP_ky_0005761_NAF1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005761	0	0	Label free	MCP_ky_0005761_0155_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96HR8
MCP_ky_0005764_SOD1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005764	0	0	Label free	MCP_ky_0005764_0153_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P00441
MCP_ky_0005764_SOD1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005764	0	0	Label free	MCP_ky_0005764_0154_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P00441
MCP_ky_0005764_SOD1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005764	0	0	Label free	MCP_ky_0005764_0155_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P00441
MCP_ky_0005765_ID1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005765	0	0	Label free	MCP_ky_0005765_0153_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P41134
MCP_ky_0005765_ID1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005765	0	0	Label free	MCP_ky_0005765_0154_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P41134
MCP_ky_0005765_ID1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005765	0	0	Label free	MCP_ky_0005765_0155_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P41134
MCP_ky_0005766_SEPT6_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005766	0	0	Label free	MCP_ky_0005766_0189_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9R1T4
MCP_ky_0005766_SEPT6_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005766	0	0	Label free	MCP_ky_0005766_0190_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9R1T4
MCP_ky_0005766_SEPT6_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005766	0	0	Label free	MCP_ky_0005766_0191_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q9R1T4
MCP_ky_0005767_CLU_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005767	0	0	Label free	MCP_ky_0005767_0164_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P10909
MCP_ky_0005767_CLU_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005767	0	0	Label free	MCP_ky_0005767_0165_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P10909
MCP_ky_0005767_CLU_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005767	0	0	Label free	MCP_ky_0005767_0166_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P10909
MCP_ky_0005768_LRP8_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005768	0	0	Label free	MCP_ky_0005768_0153_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q14114
MCP_ky_0005768_LRP8_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005768	0	0	Label free	MCP_ky_0005768_0154_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q14114
MCP_ky_0005768_LRP8_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005768	0	0	Label free	MCP_ky_0005768_0155_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q14114
MCP_ky_0005775_BAX_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005775	0	0	Label free	MCP_ky_0005775_0153_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q07812
MCP_ky_0005775_BAX_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005775	0	0	Label free	MCP_ky_0005775_0154_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q07812
MCP_ky_0005775_BAX_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005775	0	0	Label free	MCP_ky_0005775_0155_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q07812
MCP_ky_0005775_BAX_4	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	4	MCP_ky_0005775	0	0	Label free	MCP_ky_0005775_0221_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q07812
MCP_ky_0005775_BAX_5	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	5	MCP_ky_0005775	0	0	Label free	MCP_ky_0005775_0223_21_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q07812
MCP_ky_0005775_BAX_6	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	6	MCP_ky_0005775	0	0	Label free	MCP_ky_0005775_0227_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q07812
MCP_ky_0005785_CAPZA2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005785	0	0	Label free	MCP_ky_0005785_0142_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P47755
MCP_ky_0005785_CAPZA2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005785	0	0	Label free	MCP_ky_0005785_0143_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P47755
MCP_ky_0005785_CAPZA2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005785	0	0	Label free	MCP_ky_0005785_0147_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P47755
MCP_ky_0005787_ADD1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005787	0	0	Label free	MCP_ky_0005787_0204_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35611
MCP_ky_0005787_ADD1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005787	0	0	Label free	MCP_ky_0005787_0205_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35611
MCP_ky_0005787_ADD1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005787	0	0	Label free	MCP_ky_0005787_0206_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P35611
MCP_ky_0005789_MPP1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005789	0	0	Label free	MCP_ky_0005789_0142_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q00013
MCP_ky_0005789_MPP1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005789	0	0	Label free	MCP_ky_0005789_0143_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q00013
MCP_ky_0005789_MPP1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005789	0	0	Label free	MCP_ky_0005789_0145_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q00013
MCP_ky_0005792_FERMT3_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005792	0	0	Label free	MCP_ky_0005792_0142_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q86UX7
MCP_ky_0005792_FERMT3_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005792	0	0	Label free	MCP_ky_0005792_0143_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q86UX7
MCP_ky_0005792_FERMT3_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005792	0	0	Label free	MCP_ky_0005792_0145_46_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q86UX7
MCP_ky_0005803_HIF1A_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005803	0	0	Label free	MCP_ky_0005803_0155_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q16665
MCP_ky_0005803_HIF1A_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005803	0	0	Label free	MCP_ky_0005803_0156_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q16665
MCP_ky_0005803_HIF1A_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005803	0	0	Label free	MCP_ky_0005803_0158_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q16665
MCP_ky_0005808_TRAPPC11_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005808	0	0	Label free	MCP_ky_0005808_0155_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-B2RXC1
MCP_ky_0005808_TRAPPC11_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005808	0	0	Label free	MCP_ky_0005808_0156_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-B2RXC1
MCP_ky_0005808_TRAPPC11_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005808	0	0	Label free	MCP_ky_0005808_0158_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-B2RXC1
MCP_ky_0005809_TRAPPC8_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005809	0	0	Label free	MCP_ky_0005809_0179_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-E9PWG2
