source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disposition]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[file uri]	factor value[organism part]	factor value[age]
Sample 53	Mus musculus	liver	18M	not applicable	adult	uninfected	1	not applicable	Run 106	proteomic profiling by mass spectrometry	liver_18mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_18mo_1_2-results.raw	liver	18M
Sample 54	Mus musculus	liver	18M	not applicable	adult	uninfected	1	not applicable	Run 107	proteomic profiling by mass spectrometry	liver_18mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_18mo_2_1-results.raw	liver	18M
Sample 54	Mus musculus	liver	18M	not applicable	adult	uninfected	1	not applicable	Run 108	proteomic profiling by mass spectrometry	liver_18mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_18mo_2_2-results.raw	liver	18M
Sample 55	Mus musculus	liver	24M	not applicable	adult	uninfected	1	not applicable	Run 109	proteomic profiling by mass spectrometry	liver_24mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_24mo_1_1-results.raw	liver	24M
Sample 55	Mus musculus	liver	24M	not applicable	adult	uninfected	1	not applicable	Run 110	proteomic profiling by mass spectrometry	liver_24mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_24mo_1_2-results.raw	liver	24M
Sample 56	Mus musculus	liver	24M	not applicable	adult	uninfected	1	not applicable	Run 111	proteomic profiling by mass spectrometry	liver_24mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_24mo_2_1-results.raw	liver	24M
Sample 56	Mus musculus	liver	24M	not applicable	adult	uninfected	1	not applicable	Run 112	proteomic profiling by mass spectrometry	liver_24mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_24mo_2_2-results.raw	liver	24M
Sample 57	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 113	proteomic profiling by mass spectrometry	liver_3mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_1_1-results.raw	liver	3M
Sample 57	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 114	proteomic profiling by mass spectrometry	liver_3mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_1_2-results.raw	liver	3M
Sample 58	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 115	proteomic profiling by mass spectrometry	liver_3mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_2_1-results.raw	liver	3M
Sample 58	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 116	proteomic profiling by mass spectrometry	liver_3mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_2_2-results.raw	liver	3M
Sample 59	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 117	proteomic profiling by mass spectrometry	liver_3mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_3_1-results.raw	liver	3M
Sample 59	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 118	proteomic profiling by mass spectrometry	liver_3mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_3_2-results.raw	liver	3M
Sample 60	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 119	proteomic profiling by mass spectrometry	liver_3mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_4_1-results.raw	liver	3M
Sample 60	Mus musculus	liver	3M	not applicable	adult	uninfected	1	not applicable	Run 120	proteomic profiling by mass spectrometry	liver_3mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_3mo_4_2-results.raw	liver	3M
Sample 61	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 121	proteomic profiling by mass spectrometry	liver_5mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_1_1-results.raw	liver	5M
Sample 61	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 122	proteomic profiling by mass spectrometry	liver_5mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_1_2-results.raw	liver	5M
Sample 62	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 123	proteomic profiling by mass spectrometry	liver_5mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_2_1-results.raw	liver	5M
Sample 62	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 124	proteomic profiling by mass spectrometry	liver_5mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_2_2-results.raw	liver	5M
Sample 63	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 125	proteomic profiling by mass spectrometry	liver_5mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_3_1-results.raw	liver	5M
Sample 63	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 126	proteomic profiling by mass spectrometry	liver_5mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_3_2-results.raw	liver	5M
Sample 64	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 127	proteomic profiling by mass spectrometry	liver_5mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_4_1-results.raw	liver	5M
Sample 64	Mus musculus	liver	5M	not applicable	adult	uninfected	1	not applicable	Run 128	proteomic profiling by mass spectrometry	liver_5mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_5mo_4_2-results.raw	liver	5M
