Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[ancestry category]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[sex]	Characteristics[disease]	Characteristics[enrichment method]	Characteristics[enrichment process]	Characteristics[synthetic peptide]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Factor Value[enrichment method]	Factor Value[enrichment process]
Sample 245	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	ProteoMiner	enrichment of low molecular weight Protein	not synthetic	run 245	ES_XP_LMW_Proteominer_211.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Proteominer_211.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	ProteoMiner	enrichment of low molecular weight Protein
Sample 246	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	ProteoMiner	enrichment of low molecular weight Protein	not synthetic	run 246	ES_XP_LMW_Proteominer_212.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Proteominer_212.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	ProteoMiner	enrichment of low molecular weight Protein
Sample 247	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	ProteoMiner	enrichment of low molecular weight Protein	not synthetic	run 247	ES_XP_LMW_Proteominer_213.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Proteominer_213.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	ProteoMiner	enrichment of low molecular weight Protein
Sample 248	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 248	ES_XP_LMW_Glycine_SDS_PAGE_001.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_001.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 249	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 249	ES_XP_LMW_Glycine_SDS_PAGE_002.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_002.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 250	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 250	ES_XP_LMW_Glycine_SDS_PAGE_003.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_003.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 251	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 251	ES_XP_LMW_Glycine_SDS_PAGE_004.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_004.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 252	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 252	ES_XP_LMW_Glycine_SDS_PAGE_005.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_005.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 253	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 253	ES_XP_LMW_Glycine_SDS_PAGE_006.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_006.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 254	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 254	ES_XP_LMW_Glycine_SDS_PAGE_007.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_007.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 255	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 255	ES_XP_LMW_Glycine_SDS_PAGE_008.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_008.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 256	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 256	ES_XP_LMW_Glycine_SDS_PAGE_009.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_009.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 257	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 257	ES_XP_LMW_Glycine_SDS_PAGE_010.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_010.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 258	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 258	ES_XP_LMW_Glycine_SDS_PAGE_011.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_011.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 259	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 259	ES_XP_LMW_Glycine_SDS_PAGE_012.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_012.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 260	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 260	ES_XP_LMW_Glycine_SDS_PAGE_013.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_013.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 261	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 261	ES_XP_LMW_Glycine_SDS_PAGE_014.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_014.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 262	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 262	ES_XP_LMW_Glycine_SDS_PAGE_015.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_015.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 263	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 263	ES_XP_LMW_Glycine_SDS_PAGE_016.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_016.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 264	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 264	ES_XP_LMW_Glycine_SDS_PAGE_017.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_017.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 265	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 265	ES_XP_LMW_Glycine_SDS_PAGE_018.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_018.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 266	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 266	ES_XP_LMW_Glycine_SDS_PAGE_019.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_019.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 267	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 267	ES_XP_LMW_Glycine_SDS_PAGE_020.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_020.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 268	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 268	ES_XP_LMW_Glycine_SDS_PAGE_021.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_021.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 269	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 269	ES_XP_LMW_Glycine_SDS_PAGE_022.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_022.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 270	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 270	ES_XP_LMW_Glycine_SDS_PAGE_023.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_023.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 271	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 271	ES_XP_LMW_Glycine_SDS_PAGE_024.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_024.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 272	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 272	ES_XP_LMW_Glycine_SDS_PAGE_025.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_025.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 273	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 273	ES_XP_LMW_Glycine_SDS_PAGE_026.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_026.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 274	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 274	ES_XP_LMW_Glycine_SDS_PAGE_027.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_027.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
Sample 275	Homo sapiens	Blood serum	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	normal	protein denaturation	enrichment of low molecular weight Protein	not synthetic	run 275	ES_XP_LMW_Glycine_SDS_PAGE_028.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002255/ES_XP_LMW_Glycine_SDS_PAGE_028.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	AC=MS:1000422;NT=HCD	40% NCE	not available	not available	protein denaturation	enrichment of low molecular weight Protein
