source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F14F29_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F14F29_uni.raw	1	3	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F15F30_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F15F30_hybrid.raw	1	4	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F15F30_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F15F30_uni.raw	1	4	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F16F31_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F16F31_hybrid.raw	1	5	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F16F31_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F16F31_uni.raw	1	5	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F17F32_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F17F32_hybrid.raw	1	6	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F17F32_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F17F32_uni.raw	1	6	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F18F33_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F18F33_hybrid.raw	1	7	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F18F33_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F18F33_uni.raw	1	7	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F19F34_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F19F34_hybrid.raw	1	8	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F19F34_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F19F34_uni.raw	1	8	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F20F35_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F20F35_hybrid.raw	1	9	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F20F35_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F20F35_uni.raw	1	9	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F21F36_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F21F36_hybrid.raw	1	10	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F21F36_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F21F36_uni.raw	1	10	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F22F37_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F22F37_hybrid.raw	1	11	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F22F37_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F22F37_uni.raw	1	11	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F23F38_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F23F38_hybrid.raw	1	12	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F23F38_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F23F38_uni.raw	1	12	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F24F39_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F24F39_hybrid.raw	1	13	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F24F39_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F24F39_uni.raw	1	13	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F25F40_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F25F40_hybrid.raw	1	14	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F25F40_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F25F40_uni.raw	1	14	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 6	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F26F41_hybrid.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F26F41_hybrid.raw	1	15	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
Sample 7	Homo sapiens	breast	adult	breast adenocarcinoma	female	69Y	Caucasian	epithelial	MCF-7	1	cell	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	FL0026_RFI_261114_Deep_High_Trypsin_F26F41_uni.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD003977/FL0026_RFI_261114_Deep_High_Trypsin_F26F41_uni.raw	1	15	AC=MS:1001251;NT=Trypsin	not applicable	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Deamidated;TA=N,Q;AC=UNIMOD:7;MT=variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=fixed	NT=Propionamide;AC=UNIMOD:24;TA=K;PP=Any N-term;MT=variable	20 ppm	0.5 Da
