source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	material type	characteristics[biological replicate]	characteristics[synthetic peptide]	assay name	technology type	comment[label]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[dissociation method]	comment[dissociation method]	comment[HCD collision energy]	comment[HCD collision energy]	comment[HCD collision energy]	comment[CID collision energy]	comment[EThcD collision energy]	comment[ETciD collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	comment[technical replicate]
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_56	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BF2-TUM_first_pool_56_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BF2-TUM_first_pool_56_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BF3-TUM_first_pool_64_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BF3-TUM_first_pool_64_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BF4-TUM_first_pool_72_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BF4-TUM_first_pool_72_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BF5-TUM_first_pool_80_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BF5-TUM_first_pool_80_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BF6-TUM_first_pool_88_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BF6-TUM_first_pool_88_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BF7-TUM_first_pool_96_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BF7-TUM_first_pool_96_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_49	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG1-TUM_first_pool_49_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG1-TUM_first_pool_49_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG2-TUM_first_pool_57_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG2-TUM_first_pool_57_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG3-TUM_first_pool_65_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG3-TUM_first_pool_65_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG4-TUM_first_pool_73_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG4-TUM_first_pool_73_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG5-TUM_first_pool_81_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG5-TUM_first_pool_81_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG6-TUM_first_pool_89_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG6-TUM_first_pool_89_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BG7-TUM_first_pool_97_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BG7-TUM_first_pool_97_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_50	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH1-TUM_first_pool_50_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH1-TUM_first_pool_50_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH2-TUM_first_pool_58_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH2-TUM_first_pool_58_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH3-TUM_first_pool_66_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH3-TUM_first_pool_66_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH4-TUM_first_pool_74_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH4-TUM_first_pool_74_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH5-TUM_first_pool_82_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH5-TUM_first_pool_82_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH6-TUM_first_pool_90_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH6-TUM_first_pool_90_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01650b_BH7-TUM_first_pool_98_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01650b_BH7-TUM_first_pool_98_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_99	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GA1-TUM_first_pool_99_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GA1-TUM_first_pool_99_01_01-ETD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GA2-TUM_first_pool_107_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GA2-TUM_first_pool_107_01_01-ETD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GA3-TUM_first_pool_115_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GA3-TUM_first_pool_115_01_01-ETD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GA4-TUM_first_pool_124_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GA4-TUM_first_pool_124_01_01-ETD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	second_pool_1	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GA9-TUM_second_pool_1_01_01-ETD-1h-R2.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GA9-TUM_second_pool_1_01_01-ETD-1h-R2.raw	2
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_100	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GB1-TUM_first_pool_100_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GB1-TUM_first_pool_100_01_01-ETD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GB2-TUM_first_pool_108_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GB2-TUM_first_pool_108_01_01-ETD-1h-R1.raw	1
Proteometools	Homo sapiens	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	synthetic	1	synthetic	first_pool_116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	no fractionation	1	AC=MS:1000484; NT=Orbitrap	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002731	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/02/PXD004732/01709a_GB3-TUM_first_pool_116_01_01-ETD-1h-R1.raw	AC=MS:1000598;NT=ETD	AC=MS:1002631;NT=EThcD	AC=PRIDE:0000592;NT=ETciD	not available	not available	not available	not available	28 NCE	35 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	4.5 ppm	20 ppm	01709a_GB3-TUM_first_pool_116_01_01-ETD-1h-R1.raw	1
