source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1096	proteomic profiling by mass spectrometry	3542_BB2_041564_S00_U15_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BB2_041564_S00_U15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1097	proteomic profiling by mass spectrometry	3542_BA2_041564_S00_U16_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BA2_041564_S00_U16_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1098	proteomic profiling by mass spectrometry	3542_BA3_041564_S00_U17_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BA3_041564_S00_U17_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1099	proteomic profiling by mass spectrometry	3542_BB3_041564_S00_U18_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BB3_041564_S00_U18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1100	proteomic profiling by mass spectrometry	3542_BC3_041564_S00_U19_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BC3_041564_S00_U19_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1101	proteomic profiling by mass spectrometry	3542_BD3_041564_S00_U20_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BD3_041564_S00_U20_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1102	proteomic profiling by mass spectrometry	3542_BE3_041564_S00_U21_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BE3_041564_S00_U21_R1.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1103	proteomic profiling by mass spectrometry	3542_BF3_041564_S00_U22_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BF3_041564_S00_U22_R1.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1104	proteomic profiling by mass spectrometry	3542_BG3_041564_S00_U23_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BG3_041564_S00_U23_R1.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1105	proteomic profiling by mass spectrometry	3542_BH3_041564_S00_U24_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BH3_041564_S00_U24_R1.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1106	proteomic profiling by mass spectrometry	3542_BH4_041564_S00_U25_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BH4_041564_S00_U25_R1.raw	1	25	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1107	proteomic profiling by mass spectrometry	3542_BG4_041564_S00_U26_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BG4_041564_S00_U26_R1.raw	1	26	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1108	proteomic profiling by mass spectrometry	3542_BF4_041564_S00_U27_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BF4_041564_S00_U27_R1.raw	1	27	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1109	proteomic profiling by mass spectrometry	3542_BE4_041564_S00_U28_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BE4_041564_S00_U28_R1.raw	1	28	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1110	proteomic profiling by mass spectrometry	3542_BD4_041564_S00_U29_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BD4_041564_S00_U29_R1.raw	1	29	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1111	proteomic profiling by mass spectrometry	3542_BC4_041564_S00_U30_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BC4_041564_S00_U30_R1.raw	1	30	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1112	proteomic profiling by mass spectrometry	3542_BB4_041564_S00_U31_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BB4_041564_S00_U31_R1.raw	1	31	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1113	proteomic profiling by mass spectrometry	3542_BA4_041564_S00_U32_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BA4_041564_S00_U32_R1.raw	1	32	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1114	proteomic profiling by mass spectrometry	3542_BA5_041564_S00_U33_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BA5_041564_S00_U33_R1.raw	1	33	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1115	proteomic profiling by mass spectrometry	3542_BB5_041564_S00_U34_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BB5_041564_S00_U34_R1.raw	1	34	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1116	proteomic profiling by mass spectrometry	3542_BC5_041564_S00_U35_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BC5_041564_S00_U35_R1.raw	1	35	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1117	proteomic profiling by mass spectrometry	3542_BD5_041564_S00_U36_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BD5_041564_S00_U36_R1.raw	1	36	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1118	proteomic profiling by mass spectrometry	3542_BE5_041564_S00_U37_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BE5_041564_S00_U37_R1.raw	1	37	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1119	proteomic profiling by mass spectrometry	3542_BF5_041564_S00_U38_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BF5_041564_S00_U38_R1.raw	1	38	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1120	proteomic profiling by mass spectrometry	3542_BG5_041564_S00_U39_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BG5_041564_S00_U39_R1.raw	1	39	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1121	proteomic profiling by mass spectrometry	3542_BH5_041564_S00_U40_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BH5_041564_S00_U40_R1.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1122	proteomic profiling by mass spectrometry	3542_BH6_041564_S00_U41_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BH6_041564_S00_U41_R1.raw	1	41	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1123	proteomic profiling by mass spectrometry	3542_BG6_041564_S00_U42_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BG6_041564_S00_U42_R1.raw	1	42	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1124	proteomic profiling by mass spectrometry	3542_BF6_041564_S00_U43_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BF6_041564_S00_U43_R1.raw	1	43	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1125	proteomic profiling by mass spectrometry	3542_BE6_041564_S00_U44_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BE6_041564_S00_U44_R1.raw	1	44	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1126	proteomic profiling by mass spectrometry	3542_BD6_041564_S00_U45_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BD6_041564_S00_U45_R1.raw	1	45	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1127	proteomic profiling by mass spectrometry	3542_BC6_041564_S00_U46_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BC6_041564_S00_U46_R1.raw	1	46	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1128	proteomic profiling by mass spectrometry	3542_BB6_041564_S00_U47_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BB6_041564_S00_U47_R1.raw	1	47	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 33	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1129	proteomic profiling by mass spectrometry	3542_BA6_041564_S00_U48_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3542_BA6_041564_S00_U48_R1.raw	1	48	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 34	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1130	proteomic profiling by mass spectrometry	3543_BA1_041565_S00_U1_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BA1_041565_S00_U1_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 34	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1131	proteomic profiling by mass spectrometry	3543_BB1_041565_S00_U2_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BB1_041565_S00_U2_R1.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
Sample 34	Arabidopsis thaliana	seed	cycloheximide	16h	not available	plant cell	no enrichment	1	normal	run 1132	proteomic profiling by mass spectrometry	3543_BC1_041565_S00_U3_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/3543_BC1_041565_S00_U3_R1.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	High-pH reversed-phase chromatography (hpHRP)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	seed
