source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[phenotype]	characteristics[treatment]	characteristics[time]	characteristics[experiment]	characteristics[plasmodium strain]	assay name	comment[proteomexchange accession number]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 12	PXD012143	PAB9129A25RW31_A6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW31_A6.raw	1	12	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 13	PXD012143	PAB9129A25RW32_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW32_A7.raw	1	13	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 14	PXD012143	PAB9129A25RW33_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW33_A7.raw	1	14	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-10	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 15	PXD012143	PAB9129A25RW34_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW34_A8.raw	1	15	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-1	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-2	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-3	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	30m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-4	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-5	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-6	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	30m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-7	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-8	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	DMSO	35m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
PXD012143-Sample-9	plasmodium falciparum	not available	schizonts	not applicable	1	knockdown	RAP	35m	ACb-HA:loxP	3D7	run 16	PXD012143	PAB9129A25RW35_A8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD012143/PAB9129A25RW35_A8.raw	1	16	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	MSA SPS	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	"NT=Oxidation;AC=UNIMOD:35;TA=M,W;MT=Variable"	"NT=Phospho;AC=UNIMOD:21;TA=S,T,Y,A;MT=Variable"	10 ppm	0.02 Da
