source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[treatment]	characteristics[compound]	characteristics[time]	characteristics[biological replicate]	material type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[treatment]	factor value[compound]	factor value[time]
Sample 45	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 50	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	1	2	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 46	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	1	cell	run 50	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	1	2	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 47	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 50	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	1	2	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 48	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 50	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	1	2	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 49	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 50	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	1	2	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 50	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 50	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F2.raw	1	2	TMT131	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 41	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	5	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 42	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 43	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 44	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 45	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 46	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	1	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 47	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 48	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 49	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 50	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 51	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F3.raw	1	3	TMT131	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 41	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	5	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 42	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 43	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT127C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 44	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT128N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 45	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT128C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 46	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	1	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT129N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 47	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT129C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 48	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	1	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT130N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 49	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	2	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT130C	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 50	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	Heat shock	non-ionic detergent NP-40	0 h	3	cell	run 52	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F4.raw	1	4	TMT131	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	Heat shock	non-ionic detergent NP-40	0 h
Sample 41	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	5	cell	run 53	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F5.raw	1	5	TMT126	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
Sample 42	Homo sapiens	bone marrow	lymphoblast	K-562	adult	chronic myelogenous leukemia	not available	female	53Y	control	non-ionic detergent NP-40	0 h	2	cell	run 53	proteomic profiling by mass spectrometry	Lumos_S0684_TM_HS-2DTPP_exp1_E_F5.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/09/PXD017291/Lumos_S0684_TM_HS-2DTPP_exp1_E_F5.raw	1	5	TMT127N	AC=MS:1001251;NT=Trypsin	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=TMT;TA=K;MT=fixed;AC=UNIMOD:739	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=TMT;PP=Any N-term;AC=UNIMOD:737;MT=variable	38% NCE	10 ppm	0.02 Da	control	non-ionic detergent NP-40	0 h
