source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	factor value[cell line]	characteristics[cell type]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	characteristics[Technical replicate]	comment[fraction identifier]	comment[label]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	Factor Value[organism part]
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 62	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F2_EThcD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:96	NT=Phosphorylation;MT=Variable;AC=UNIMOD:105	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001370	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F2_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F3_EThcD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:98	NT=Phosphorylation;MT=Variable;AC=UNIMOD:106	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001372	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F3_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F4_EThcD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:100	NT=Phosphorylation;MT=Variable;AC=UNIMOD:107	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001374	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F4_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F5_EThcD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:102	NT=Phosphorylation;MT=Variable;AC=UNIMOD:108	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001376	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F5_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F6_EThcD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:104	NT=Phosphorylation;MT=Variable;AC=UNIMOD:109	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001378	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F6_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 72	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F0_EThcD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:106	NT=Phosphorylation;MT=Variable;AC=UNIMOD:110	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001380	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F0_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 74	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F1_EThcD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:108	NT=Phosphorylation;MT=Variable;AC=UNIMOD:111	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001382	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F1_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 76	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F2_EThcD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:110	NT=Phosphorylation;MT=Variable;AC=UNIMOD:112	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001384	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F2_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 78	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F3_EThcD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:112	NT=Phosphorylation;MT=Variable;AC=UNIMOD:113	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001386	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F3_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 80	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F4_EThcD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:114	NT=Phosphorylation;MT=Variable;AC=UNIMOD:114	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001388	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F4_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 82	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F5_EThcD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:116	NT=Phosphorylation;MT=Variable;AC=UNIMOD:115	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001390	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F5_EThcD.raw	Cell line	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 84	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F6_EThcD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:118	NT=Phosphorylation;MT=Variable;AC=UNIMOD:116	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001392	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F6_EThcD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 85	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F0_ETD.raw	not available	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:119	NT=Phosphorylation;MT=Variable;AC=UNIMOD:117	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001393	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F0_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 87	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F1_ETD.raw	not available	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:121	NT=Phosphorylation;MT=Variable;AC=UNIMOD:118	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001395	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F1_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 89	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F2_ETD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:123	NT=Phosphorylation;MT=Variable;AC=UNIMOD:119	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001397	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F2_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 91	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F3_ETD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:125	NT=Phosphorylation;MT=Variable;AC=UNIMOD:120	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001399	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F3_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 93	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F4_ETD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:127	NT=Phosphorylation;MT=Variable;AC=UNIMOD:121	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001401	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F4_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 95	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F5_ETD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:129	NT=Phosphorylation;MT=Variable;AC=UNIMOD:122	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001403	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F5_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 97	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F6_ETD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:131	NT=Phosphorylation;MT=Variable;AC=UNIMOD:123	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001405	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F6_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 99	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F0_ETD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:133	NT=Phosphorylation;MT=Variable;AC=UNIMOD:124	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001407	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F0_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 101	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F1_ETD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:135	NT=Phosphorylation;MT=Variable;AC=UNIMOD:125	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001409	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F1_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 103	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F2_ETD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:137	NT=Phosphorylation;MT=Variable;AC=UNIMOD:126	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001411	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F2_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 105	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F3_ETD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:139	NT=Phosphorylation;MT=Variable;AC=UNIMOD:127	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001413	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F3_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 107	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F4_ETD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:141	NT=Phosphorylation;MT=Variable;AC=UNIMOD:128	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001415	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F4_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 109	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F5_ETD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:143	NT=Phosphorylation;MT=Variable;AC=UNIMOD:129	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001417	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F5_ETD.raw	Cell line	Cervix
Sample 7	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 111	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F6_ETD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:145	NT=Phosphorylation;MT=Variable;AC=UNIMOD:130	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001419	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R2_F6_ETD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 86	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F0_EThcD.raw	not available	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:120	NT=Phosphorylation;MT=Variable;AC=UNIMOD:131	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001394	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F0_EThcD.raw	Cell line	Cervix
Sample 8	Homo sapiens	Cervix	not available	not available	not available	Cancer	Hella cell	not available	not available	run 88	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F1_EThcD.raw	not available	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:122	NT=Phosphorylation;MT=Variable;AC=UNIMOD:132	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001396	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_5x_R1_F1_EThcD.raw	Cell line	Cervix
