Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[sex]	Characteristics[age]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[enrichment process]	Characteristics[enrichment method]	assay name	comment[label]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[enrichment process]
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 93	AC=MS:1002038;NT=label free sample	kidney_24-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 94	AC=MS:1002038;NT=label free sample	kidney_24-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 95	AC=MS:1002038;NT=label free sample	kidney_24-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 96	AC=MS:1002038;NT=label free sample	kidney_24-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 97	AC=MS:1002038;NT=label free sample	kidney_25-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 98	AC=MS:1002038;NT=label free sample	kidney_25-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 99	AC=MS:1002038;NT=label free sample	kidney_25-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 100	AC=MS:1002038;NT=label free sample	kidney_25-6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 101	AC=MS:1002038;NT=label free sample	kidney_25-7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 102	AC=MS:1002038;NT=label free sample	kidney_25-8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 103	AC=MS:1002038;NT=label free sample	kidney_25-9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25-9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 104	AC=MS:1002038;NT=label free sample	kidney_25_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 105	AC=MS:1002038;NT=label free sample	kidney_25_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 106	AC=MS:1002038;NT=label free sample	kidney_25_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 107	AC=MS:1002038;NT=label free sample	kidney_25_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 9	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 108	AC=MS:1002038;NT=label free sample	kidney_25_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_25_5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 109	AC=MS:1002038;NT=label free sample	kidney_26_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 110	AC=MS:1002038;NT=label free sample	kidney_26_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 111	AC=MS:1002038;NT=label free sample	kidney_26_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 112	AC=MS:1002038;NT=label free sample	kidney_26_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 113	AC=MS:1002038;NT=label free sample	kidney_26_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 114	AC=MS:1002038;NT=label free sample	kidney_26_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 115	AC=MS:1002038;NT=label free sample	kidney_26_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 116	AC=MS:1002038;NT=label free sample	kidney_26_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 117	AC=MS:1002038;NT=label free sample	kidney_26_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 118	AC=MS:1002038;NT=label free sample	kidney_26_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 119	AC=MS:1002038;NT=label free sample	kidney_26_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 10	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 120	AC=MS:1002038;NT=label free sample	kidney_26_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_26_9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 11	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 121	AC=MS:1002038;NT=label free sample	kidney_27-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_27-1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 11	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 122	AC=MS:1002038;NT=label free sample	kidney_27-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_27-10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 11	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 123	AC=MS:1002038;NT=label free sample	kidney_27-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_27-11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
