Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[cell line]	assay name	comment[label]	comment[file uri]	comment[biological replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 21	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 121	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_K562_1.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_K562_1.raw	cell
Sample 21	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 122	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_K562_2.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_K562_2.raw	cell
Sample 21	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 123	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_K564_3.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_K564_3.raw	cell
Sample 21	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 124	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_K565_4.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_K565_4.raw	cell
Sample 21	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 125	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_K565_5.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_K565_5.raw	cell
Sample 21	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 126	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_K565_6.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_K565_6.raw	cell
Sample 22	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	RKO	run 127	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100801_Velos1_TaGe_SA_RKO_01.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100801_Velos1_TaGe_SA_RKO_01.raw	cell
Sample 22	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	RKO	run 128	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100801_Velos1_TaGe_SA_RKO_02.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100801_Velos1_TaGe_SA_RKO_02.raw	cell
Sample 22	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	RKO	run 129	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100801_Velos1_TaGe_SA_RKO_03.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100801_Velos1_TaGe_SA_RKO_03.raw	cell
Sample 22	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	RKO	run 130	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100801_Velos1_TaGe_SA_RKO_04.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100801_Velos1_TaGe_SA_RKO_04.raw	cell
Sample 22	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	RKO	run 131	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100805_Velos1_TaGe_SA_RKO_05.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100805_Velos1_TaGe_SA_RKO_05.raw	cell
Sample 22	Homo sapiens	not available	Colon carcinoma	not available	not available	not available	RKO	run 132	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100805_Velos1_TaGe_SA_RKO_06.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100805_Velos1_TaGe_SA_RKO_06.raw	cell
Sample 23	Homo sapiens	not available	Prostate carcinoma	50Y	not available	Male	LnCap	run 133	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_LnCap_1.raw	3	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_LnCap_1.raw	cell
Sample 23	Homo sapiens	not available	Prostate carcinoma	50Y	not available	Male	LnCap	run 134	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_LnCap_2.raw	3	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_LnCap_2.raw	cell
Sample 23	Homo sapiens	not available	Prostate carcinoma	50Y	not available	Male	LnCap	run 135	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_LnCap_3.raw	3	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_LnCap_3.raw	cell
Sample 23	Homo sapiens	not available	Prostate carcinoma	50Y	not available	Male	LnCap	run 136	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_LnCap_4.raw	3	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_LnCap_4.raw	cell
Sample 23	Homo sapiens	not available	Prostate carcinoma	50Y	not available	Male	LnCap	run 137	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_LnCap_5.raw	3	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_LnCap_5.raw	cell
Sample 23	Homo sapiens	not available	Prostate carcinoma	50Y	not available	Male	LnCap	run 138	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_LnCap_6.raw	3	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_LnCap_6.raw	cell
Sample 24	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	MCF7	run 139	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_MCF7_1.raw	3	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_MCF7_1.raw	cell
Sample 24	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	MCF7	run 140	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_MCF7_2.raw	3	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_MCF7_2.raw	cell
Sample 24	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	MCF7	run 141	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_MCF7_3.raw	3	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_MCF7_3.raw	cell
Sample 24	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	MCF7	run 142	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_MCF7_4.raw	3	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_MCF7_4.raw	cell
Sample 24	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	MCF7	run 143	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_MCF7_5.raw	3	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_MCF7_5.raw	cell
Sample 24	Homo sapiens	not available	"Invasive ductal carcinoma, not otherwise specified"	not available	not available	not available	MCF7	run 144	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_MCF7_6.raw	3	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_MCF7_6.raw	cell
Sample 25	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 145	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_1.raw	3	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_1.raw	cell
Sample 25	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 146	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_2.raw	3	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_2.raw	cell
Sample 25	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 147	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_3.raw	3	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_3.raw	cell
Sample 25	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 148	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_4.raw	3	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_4.raw	cell
Sample 25	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 149	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_5.raw	3	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_5.raw	cell
Sample 25	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 150	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101210_Velos1_AnWe_SA_U2OS_6.raw	3	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101210_Velos1_AnWe_SA_U2OS_6.raw	cell
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 151	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_01.raw	3	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_01.raw	cell
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 152	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_02.raw	3	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_02.raw	cell
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 153	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_03.raw	3	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_03.raw	cell
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 154	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_04.raw	3	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_04.raw	cell
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 155	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_05.raw	3	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_05.raw	cell
Sample 26	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 156	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101215_Velos1_TaGe_SA_A549_06.raw	3	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101215_Velos1_TaGe_SA_A549_06.raw	cell
Sample 27	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 157	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_01.raw	3	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_01.raw	cell
Sample 27	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 158	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_02.raw	3	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_02.raw	cell
Sample 27	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 159	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_03.raw	3	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_03.raw	cell
Sample 27	Homo sapiens	not available	"Chronic myelogenous leukemia, BCR-ABL1 positive"	53Y	not available	Female	K562	run 160	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20101222_Velos1_TaGe_SA_K562_04.raw	3	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20101222_Velos1_TaGe_SA_K562_04.raw	cell
