#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	characteristics[medium]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_34	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_4.wiff.scan	34	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_4.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_35	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_40.wiff.scan	35	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_40.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_36	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_41.wiff.scan	36	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_41.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_37	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_42.wiff.scan	37	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_42.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_38	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_43.wiff.scan	38	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_43.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_39	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_44.wiff.scan	39	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_44.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_40	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_45.wiff.scan	40	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_45.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_41	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_46.wiff.scan	41	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_46.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_42	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_47.wiff.scan	42	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_47.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_43	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_5.wiff.scan	43	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_5.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_44	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_6.wiff.scan	44	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_6.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_45	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_7.wiff.scan	45	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_7.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_46	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_8.wiff.scan	46	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_8.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_47	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_9.wiff.scan	47	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_9.wiff.scan
nanoLC_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_28	Proteomic profiling by mass spectrometry	data-dependent acquisition	10	20140625_nano_Ecoli_IDA_1.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140625_nano_Ecoli_IDA_1.wiff.scan
nanoLC_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_29	Proteomic profiling by mass spectrometry	data-dependent acquisition	11	20140625_nano_Ecoli_IDA_2.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140625_nano_Ecoli_IDA_2.wiff.scan
nanoLC_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_30	Proteomic profiling by mass spectrometry	data-dependent acquisition	12	20140625_nano_Ecoli_IDA_3.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140625_nano_Ecoli_IDA_3.wiff.scan
nanoLC_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_31	Proteomic profiling by mass spectrometry	data-dependent acquisition	13	20140625_nano_Ecoli_IDA_4.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140625_nano_Ecoli_IDA_4.wiff.scan
nanoLC_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_32	Proteomic profiling by mass spectrometry	data-dependent acquisition	14	20140625_nano_Ecoli_IDA_5.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140625_nano_Ecoli_IDA_5.wiff.scan
nanoLC_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	WCL_no_frac_instrument_unclear_33	Proteomic profiling by mass spectrometry	data-dependent acquisition	15	20140625_nano_Ecoli_IDA_6.wiff.scan	1	Not applicable	Label free sample	SCIEX instrument model	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140625_nano_Ecoli_IDA_6.wiff.scan
ASKA_pool7	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_7	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P03.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P03.wiff.scan
ASKA_pool8	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_8	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P04-P23.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P04-P23.wiff.scan
ASKA_pool9	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_9	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P06.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P06.wiff.scan
ASKA_pool10	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_10	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P08-P33.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P08-P33.wiff.scan
ASKA_pool11	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_11	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P10-P34.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P10-P34.wiff.scan
ASKA_pool12	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_12	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P15.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P15.wiff.scan
ASKA_pool13	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_13	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P17.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P17.wiff.scan
ASKA_pool14	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_14	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P19.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P19.wiff.scan
ASKA_pool15	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_15	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P20-P13.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P20-P13.wiff.scan
ASKA_pool16	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_16	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P21.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P21.wiff.scan
ASKA_pool17	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_17	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P22-P43.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P22-P43.wiff.scan
ASKA_pool18	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_18	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P28-P41.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P28-P41.wiff.scan
ASKA_pool19	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_19	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P32.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P32.wiff.scan
ASKA_pool20	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_20	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P42-P02.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P42-P02.wiff.scan
ASKA_pool21	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_21	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P48.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P48.wiff.scan
ASKA_pool22	Escherichia coli	Cell lysate	ASKA(-) library Host Cell K-12 AG1(ME5305)	LB medium	Not applicable	Prokaryotic cell	Not applicable	1	LB medium	ASKA_22	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140814_Ecoli_ASKAneg_P50.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140814_Ecoli_ASKAneg_P50.wiff.scan
