source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file URI]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Material Type	description	comment[Label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 45	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	male	not available	HCT116	epithelial	no depletion	run 535	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_C04_P003205_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_C04_P003205_B00C_A00_R1.RAW	HCT116
Sample 45	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	male	not available	HCT116	epithelial	no depletion	run 536	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_A05_P003205_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_A05_P003205_B00I_A00_R1.RAW	HCT116
Sample 45	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	male	not available	HCT116	epithelial	no depletion	run 537	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_D05_P003205_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_D05_P003205_B00L_A00_R1.RAW	HCT116
Sample 45	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	male	not available	HCT116	epithelial	no depletion	run 538	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_H04_P003205_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_H04_P003205_B00H_A00_R1.RAW	HCT116
Sample 45	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	male	not available	HCT116	epithelial	no depletion	run 539	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_B04_P003205_B00B_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_B04_P003205_B00B_A00_R2.RAW	HCT116
Sample 45	homo sapiens	colon carcinoma	colon	colonic mucosa	not available	male	not available	HCT116	epithelial	no depletion	run 540	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_F04_P003205_B00F_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_F04_P003205_B00F_A00_R2.RAW	HCT116
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 541	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_F05_P003206_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_F05_P003206_B00B_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 542	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_B06_P003206_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_B06_P003206_B00F_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 543	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_A06_P003206_B00E_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_A06_P003206_B00E_A00_R2.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 544	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_E06_P003206_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_E06_P003206_B00I_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 545	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_G05_P003206_B00C_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_G05_P003206_B00C_A00_R2.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 546	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_C06_P003206_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_C06_P003206_B00G_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 547	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_D06_P003206_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_D06_P003206_B00H_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 548	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_F06_P003206_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_F06_P003206_B00J_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 549	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_H05_P003206_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_H05_P003206_B00D_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 550	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_G06_P003206_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_G06_P003206_B00K_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 551	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_E05_P003206_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_E05_P003206_B00A_A00_R1.RAW	NCI-H322M cell
Sample 46	homo sapiens	lung adenocarcinoma	lung	not available	52Y	male	Caucasian	NCI-H322M cell	epithelium	no depletion	run 552	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_H06_P003206_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_H06_P003206_B00L_A00_R1.RAW	NCI-H322M cell
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 553	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_D07_P003207_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_D07_P003207_B00D_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 554	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_G07_P003207_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_G07_P003207_B00G_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 555	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_F07_P003207_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_F07_P003207_B00F_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 556	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_C08_P003207_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_C08_P003207_B00K_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 557	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_E07_P003207_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_E07_P003207_B00E_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 558	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_A07_P003207_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_A07_P003207_B00A_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 559	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_C07_P003207_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_C07_P003207_B00C_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 560	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_D08_P003207_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_D08_P003207_B00L_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 561	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_H07_P003207_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_H07_P003207_B00H_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 562	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_B08_P003207_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_B08_P003207_B00J_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 563	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_B07_P003207_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_B07_P003207_B00B_A00_R1.RAW	ACHN
Sample 47	homo sapiens	renal cell carcinoma	kidney	renal system	22Y	male	Caucasian	ACHN	epithelial	no depletion	run 564	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_A08_P003207_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_A08_P003207_B00I_A00_R1.RAW	ACHN
Sample 48	homo sapiens	colon adenocarcinoma	colon	colorectum	not available	male	not available	HCT15	epithelial	no depletion	run 565	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_H07_P003208_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_H07_P003208_B00D_A00_R1.RAW	HCT15
Sample 48	homo sapiens	colon adenocarcinoma	colon	colorectum	not available	male	not available	HCT15	epithelial	no depletion	run 566	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_D08_P003208_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_D08_P003208_B00H_A00_R1.RAW	HCT15
Sample 48	homo sapiens	colon adenocarcinoma	colon	colorectum	not available	male	not available	HCT15	epithelial	no depletion	run 567	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00442_B08_P003208_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00442_B08_P003208_B00F_A00_R1.RAW	HCT15
