source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 95	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_11.raw	HpH_Opt_DoubleTiO2_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 96	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_12.raw	HpH_Opt_DoubleTiO2_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 97	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_13.raw	HpH_Opt_DoubleTiO2_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 98	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_14.raw	HpH_Opt_DoubleTiO2_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 101	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_01.raw	SCX1_01.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	1	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 102	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_02.raw	SCX1_02.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	2	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 103	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_03.raw	SCX1_03.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	3	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 104	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_04.raw	SCX1_04.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	4	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 105	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_05.raw	SCX1_05.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	5	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 106	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_06.raw	SCX1_06.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	6	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 107	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_07.raw	SCX1_07.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	7	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 108	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_08.raw	SCX1_08.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	8	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 109	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_09.raw	SCX1_09.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	9	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 110	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_10.raw	SCX1_10.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	10	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 111	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_11.raw	SCX1_11.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	11	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 112	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_12.raw	SCX1_12.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	12	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 113	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_13.raw	SCX1_13.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	13	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 114	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX1_14.raw	SCX1_14.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	14	1
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 115	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_01.raw	SCX2_01.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	1	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 116	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_02.raw	SCX2_02.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	2	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 117	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_03.raw	SCX2_03.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	3	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 118	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_04.raw	SCX2_04.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	4	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 119	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_05.raw	SCX2_05.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	5	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 120	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_06.raw	SCX2_06.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	6	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 121	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_07.raw	SCX2_07.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	7	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 122	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_08.raw	SCX2_08.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	8	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 123	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_09.raw	SCX2_09.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	9	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 124	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_10.raw	SCX2_10.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	10	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 125	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_11.raw	SCX2_11.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	11	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 126	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_12.raw	SCX2_12.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	12	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 127	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_13.raw	SCX2_13.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	13	2
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 128	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/SCX2_14.raw	SCX2_14.raw	NT=Strong cation-exchange chromatography;AC=PRIDE:0000561	14	2
