Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 486	A0253_klc_20130826r_LIM1899_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 487	A0253_klc_20130826r_LIM1899_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 488	A0253_klc_20130826r_LIM1899_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 489	A0253_klc_20130826r_LIM1899_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 490	A0253_klc_20130826r_LIM1899_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 491	A0253_klc_20130826r_LIM1899_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 492	A0253_klc_20130826r_LIM1899_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 493	A0253_klc_20130826r_LIM1899_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 494	A0253_klc_20130826r_LIM1899_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 33	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM1899	run 495	A0253_klc_20130826r_LIM1899_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM1899_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM1899
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 496	A0253_klc_20130826r_LIM2099_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 497	A0253_klc_20130826r_LIM2099_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 498	A0253_klc_20130826r_LIM2099_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 499	A0253_klc_20130826r_LIM2099_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 500	A0253_klc_20130826r_LIM2099_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 501	A0253_klc_20130826r_LIM2099_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 502	A0253_klc_20130826r_LIM2099_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 503	A0253_klc_20130826r_LIM2099_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 504	A0253_klc_20130826r_LIM2099_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 505	A0253_klc_20130826r_LIM2099_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 506	A0253_klc_20130826r_LIM2099_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 507	A0253_klc_20130826r_LIM2099_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 508	A0253_klc_20130826r_LIM2099_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 509	A0253_klc_20130826r_LIM2099_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 34	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2099	run 510	A0253_klc_20130826r_LIM2099_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2099_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2099
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 511	A0253_klc_20130826r_LIM2405_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 512	A0253_klc_20130826r_LIM2405_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 513	A0253_klc_20130826r_LIM2405_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 514	A0253_klc_20130826r_LIM2405_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 515	A0253_klc_20130826r_LIM2405_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 516	A0253_klc_20130826r_LIM2405_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 517	A0253_klc_20130826r_LIM2405_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 518	A0253_klc_20130826r_LIM2405_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 519	A0253_klc_20130826r_LIM2405_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 520	A0253_klc_20130826r_LIM2405_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 521	A0253_klc_20130826r_LIM2405_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 522	A0253_klc_20130826r_LIM2405_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 523	A0253_klc_20130826r_LIM2405_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 524	A0253_klc_20130826r_LIM2405_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 35	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	Epithelial	LIM2405	run 525	A0253_klc_20130826r_LIM2405_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2405_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2405
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 526	A0253_klc_20130826r_LIM2537_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 527	A0253_klc_20130826r_LIM2537_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 528	A0253_klc_20130826r_LIM2537_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 529	A0253_klc_20130826r_LIM2537_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 530	A0253_klc_20130826r_LIM2537_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 531	A0253_klc_20130826r_LIM2537_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 532	A0253_klc_20130826r_LIM2537_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 533	A0253_klc_20130826r_LIM2537_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 534	A0253_klc_20130826r_LIM2537_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 535	A0253_klc_20130826r_LIM2537_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 536	A0253_klc_20130826r_LIM2537_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 537	A0253_klc_20130826r_LIM2537_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
Sample 36	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	not available	not available	not available	LIM2537	run 538	A0253_klc_20130826r_LIM2537_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_LIM2537_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	LIM2537
