Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[enrichment process]	Characteristics[disease]	Characteristics[biological replicate]	Assay Name	Comment[technical replicate]	Comment[fraction identifier]	Comment[file uri]	Characteristics[developmental stage]	Comment[instrument]	Comment[label]	Comment[cleavage agent details]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[dissociation method]	Comment[collision energy]	Comment[precursor mass tolerance]	Comment[fragment mass tolerance]	Comment[data file]	Material Type
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 277	2	59	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr59.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr59.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 278	2	60	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr60.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr60.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 279	2	61	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr61.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr61.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 280	2	62	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr62.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr62.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 281	2	63	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr63.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr63.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 282	2	64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr64.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr64.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 283	2	65	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr65.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr65.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 284	2	66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr66.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr66.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 285	2	67	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr67.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr67.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 286	2	68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr68.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr68.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 287	2	69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr69.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr69.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 288	2	70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr70.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr70.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 289	2	71	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr71.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr71.raw	cell
Sample 4	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	enrichment of phosphorylated Protein	Breast cancer	2	run 290	2	72	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr72.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_1mgIPG25-37_fr72.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 291	2	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr01.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr01.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 292	2	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr02.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr02.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 293	2	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr03.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr03.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 294	2	4	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr04.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr04.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 295	2	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr05.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr05.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 296	2	6	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr06.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr06.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 297	2	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr07.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr07.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 298	2	8	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr08.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr08.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 299	2	9	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr09.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr09.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 300	2	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr10.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr10.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 301	2	11	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr11.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr11.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 302	2	12	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr12.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr12.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 303	2	13	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr13.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr13.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 304	2	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr14.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr14.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 305	2	15	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr15.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr15.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 306	2	16	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr16.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr16.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 307	2	17	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr17.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr17.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 308	2	18	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr18.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr18.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 309	2	19	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr19.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr19.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 310	2	20	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr20.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr20.raw	cell
Sample 5	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 311	2	21	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr21.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate2_200ugIPG3-10_7of15ul_fr21.raw	cell
